Nb,Ta,V,Cr,Mo,Ti,W,V_avgr,density,Tm_avg_K
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,8.57,2750.0
0.0,0.0,0.22549019607843168,0.0,0.7745098039215683,0.0,0.0,0.3235294117647059,9.33970588235294,2735.225490196078
0.5975232198142415,0.0,0.0,0.4024767801857585,0.0,0.0,0.0,0.3235294117647059,7.998482972136223,2520.588235294118
0.0,0.0,0.7420091324200915,0.0,0.0,0.0,0.25799086757990863,0.3467808219178083,9.5,2573.082191780822
0.0,0.40988181221273795,0.0,0.0,0.0,0.5901181877872621,0.0,0.3281976362442548,9.5,2493.9305646749835
0.0,0.3204158790170131,0.6795841209829869,0.0,0.0,0.0,0.0,0.3603875236294896,9.5,2537.7003780718337
0.9129213483146066,0.0,0.0,0.0,0.0,0.0,0.08707865168539328,0.38955056179775277,9.499999999999998,2832.2893258426966
0.45614035087719274,0.0,0.0,0.0,0.5438596491228073,0.0,0.0,0.35105263157894734,9.5,2829.40350877193
0.8854679802955665,0.1145320197044335,0.0,0.0,0.0,0.0,0.0,0.39312807881773404,9.5,2811.847290640394
0.0,0.0,0.8834986772486773,0.0,0.0,0.0,0.11650132275132281,0.359514880952381,7.640827380952382,2359.15
0.0,0.0,0.752945301542777,0.0,0.2470546984572231,0.0,0.0,0.3551767180925667,7.140218092566621,2359.1500000000005
0.0,0.309970348406227,0.0,0.0,0.0,0.6900296515937729,0.0,0.32619940696812455,8.282678724981471,2359.15
0.0,0.15912375790424582,0.8408762420957542,0.0,0.0,0.0,0.0,0.3652262872628726,7.793529358626921,2359.15
0.5168726823238566,0.0,0.0,0.0,0.0,0.48312731767614336,0.0,0.36134981458590854,6.606570580964154,2359.1499999999996
0.31067019400352736,0.0,0.6893298059964726,0.0,0.0,0.0,0.0,0.37932010582010584,6.874248677248678,2359.15
0.0,0.0,0.3142128968988018,0.0,0.0,0.3812562760953435,0.3045308270058547,0.3235294117647059,9.5,2551.1865916177794
0.0,0.0,0.23713101798453567,0.0,0.7395873382032554,0.0,0.023281643812208926,0.32352941176470584,9.5,2745.5276175829813
0.0,0.0,0.6019543420713567,0.15209255745308878,0.0,0.0,0.2459531004755546,0.3235294117647059,9.5,2554.4248102466795
0.0,0.32189308531757954,0.0,0.0,0.0,0.6053956661412777,0.07271124854114283,0.32352941176470595,9.5,2502.7693020345796
0.0,0.2963038240747165,0.0,0.0,0.23966647167884547,0.4640297042464381,0.0,0.3235294117647059,9.5,2569.59533913009
0.0,0.40102199717603815,0.0,0.04082752889831718,0.0,0.5581504739256448,0.0,0.3235294117647059,9.5,2491.7364535971733
0.0,0.01886923103555733,0.21605558056065285,0.0,0.7650751884037899,0.0,0.0,0.3235294117647059,9.5,2749.3868480882643
0.0,0.297346285649551,0.46796496643915164,0.23468874791129743,0.0,0.0,0.0,0.32352941176470595,9.5,2511.4582719703194
0.18761746472551838,0.0,0.0,0.0,0.0,0.5253828999410922,0.2869996353333894,0.32352941176470595,9.5,2596.1798893377095
0.13992125025750532,0.0,0.0,0.0,0.7664288255894526,0.09364992415304216,0.0,0.3235294117647059,9.5,2786.135819896249
0.5497389899767872,0.0,0.0,0.32056095760726555,0.0,0.0,0.1297000524159473,0.3235294117647059,9.5,2689.846803696929
0.26584285138840186,0.0,0.0,0.10396444860250238,0.6301927000090958,0.0,0.0,0.3235294117647059,9.5,2782.7483984979017
0.03526823270562402,0.0,0.1725878470199958,0.0,0.7921439202743802,0.0,0.0,0.3235294117647059,9.5,2767.795703099722
0.47762321144674086,0.1752384737678855,0.0,0.3471383147853736,0.0,0.0,0.0,0.32352941176470584,9.5,2646.7599364069947
0.0,0.0,0.23533156947313788,0.0,0.0,0.5587392628030875,0.20592916772377465,0.3235294117647059,7.919691486354248,2359.15
0.0,0.0,0.1505299628322532,0.0,0.39970863769067516,0.44976139947707167,0.0,0.3235294117647059,7.055367734408893,2359.15
0.0,0.0,0.6583944788122114,0.22465844754847275,0.0,0.0,0.11694707363931583,0.3235294117647059,7.880329333071021,2359.15
0.0,0.0,0.5546303065248507,0.19748406626785114,0.24788562720729823,0.0,0.0,0.32352941176470595,7.349066494372999,2359.15
0.0,0.2573740817081554,0.0,0.0,0.0,0.7021741715554144,0.04045174673643017,0.3235294117647059,8.238266365414091,2359.15
0.0,0.2317302312149169,0.0,0.0,0.11051928595924328,0.6577504828258398,0.0,0.32352941176470595,7.967539494251218,2359.15
0.0,0.305804200638276,0.0,0.02351520225508745,0.0,0.6706805971066365,0.0,0.3235294117647059,8.294092575339208,2359.1500000000005
0.0,0.1598296471119345,0.5796972352509652,0.26047311763710035,0.0,0.0,0.0,0.3235294117647059,8.071889708786852,2359.1500000000005
0.13271130550900004,0.0,0.0,0.0,0.0,0.690101377590647,0.17718731690035294,0.3235294117647059,7.657788545967381,2359.15
0.08938440330564712,0.0,0.0,0.0,0.362134049974588,0.5484815467197649,0.0,0.3235294117647059,6.96022021958742,2359.15
0.43326268996174927,0.0,0.0,0.2830145766566732,0.0,0.28372273338157755,0.0,0.3235294117647059,7.015070112684794,2359.15
0.31251695646812194,0.0,0.338444937723517,0.34903810580836103,0.0,0.0,0.0,0.3235294117647059,7.241791342952276,2359.15
