Nb,Ta,V,Cr,Mo,Ti,W,density,V_avgr,Tm_avg_K,active_system,YS_1300C_MPa,dist_to_target,Solidus_K_TC,Liquidus_K_TC,Solidus_C_TC,Liquidus_C_TC,ST_LT_TIMEOUT
0.2,0.1,0.25,0.1,0.1,0.15,0.1,9.2544,0.3345,2593.0,Nb-Ta-V-Cr-Mo-Ti-W,483.5980357756009,0.1414213562373095,2208.3491740085433,2490.036801152174,1935.1991740085432,2216.886801152174,False
0.2,0.1,0.25,0.1,0.2,0.1,0.05,9.0946,0.3355,2600.8,Nb-Ta-V-Cr-Mo-Ti-W,540.4672087357377,0.1732050807568877,2243.562691600735,2496.577935482283,1970.412691600735,2223.427935482283,False
0.2,0.1,0.25,0.15,0.1,0.1,0.1,9.3866,0.329,2604.95,Nb-Ta-V-Cr-Mo-Ti-W,608.7749198161847,0.1581138830084189,2187.805350625027,2479.9472668380786,1914.655350625027,2206.7972668380785,False
0.2,0.1,0.25,0.15,0.2,0.05,0.05,9.2268,0.33,2612.75,Nb-Ta-V-Cr-Mo-Ti-W,670.2677631985076,0.2,2220.3921372553473,2481.4421228667607,1947.2421372553472,2208.2921228667606,False
0.2,0.1,0.3,0.05,0.1,0.15,0.1,9.2024,0.3425,2593.15,Nb-Ta-V-Cr-Mo-Ti-W,402.27760360575047,0.1527525231651946,2259.047667509008,2509.574907921846,1985.897667509008,2236.4249079218457,False
0.2,0.1,0.3,0.05,0.15,0.1,0.1,9.4911,0.342,2640.9,Nb-Ta-V-Cr-Mo-Ti-W,474.90132334815047,0.1527525231651946,2316.7427499272017,2567.7036878916324,2043.5927499272016,2294.5536878916323,False
0.2,0.1,0.3,0.05,0.2,0.1,0.05,9.0426,0.3435,2600.95,Nb-Ta-V-Cr-Mo-Ti-W,452.4944392102529,0.1825741858350553,2300.26028772277,2524.353863459398,2027.11028772277,2251.203863459398,False
0.2,0.1,0.3,0.1,0.1,0.1,0.1,9.3346,0.337,2605.1,Nb-Ta-V-Cr-Mo-Ti-W,524.7408173061041,0.1527525231651946,2237.1496110679764,2499.3139000535316,1963.9996110679763,2226.1639000535315,False
0.2,0.1,0.3,0.1,0.2,0.05,0.05,9.1748,0.338,2612.9,Nb-Ta-V-Cr-Mo-Ti-W,580.4463558099162,0.1957890020745122,2274.350959128322,2508.681776489967,2001.2009591283218,2235.531776489967,False
0.2,0.1,0.3,0.15,0.1,0.05,0.1,9.4668,0.3315,2617.05,Nb-Ta-V-Cr-Mo-Ti-W,643.4110919005916,0.1825741858350553,2230.0339065095377,2492.3321609466193,1956.8839065095376,2219.182160946619,False
